id	SRR925687	SRR925688	SRR925697	SRR925703	SRR925714	SRR925716	SRR925720	SRR925721	SRR925726	SRR934634	SRR934636
ENSG00000025293.14	20.64	26.32	33.57	26.67	29.95	17.45	28.75	13.48	23.26	30.44	34.48
ENSG00000025423.10	1.24	2.54	0.34	3.26	0.8	1.26	0.59	0.41	2.09	0.44	3.79
ENSG00000025434.17	21.82	4.07	0.84	8.46	11.08	1.63	5.96	14.33	2.56	3.36	8.85
ENSG00000025708.11	0.89	0.62	0.83	2.36	7.38	2.29	21.66	122.4	0.05	28.77	10.29
ENSG00000025770.17	44.51	16.85	31.78	88.31	83.67	91.46	31.66	24.87	42.36	29.2	27.31
ENSG00000025772.7	48.34	28.36	59.56	83.14	54.54	43.52	47.06	49.15	126.78	48.17	51.54
ENSG00000025796.12	5.71	9.96	22.63	69.91	47.03	12.46	14.22	9.37	12.5	2.42	6.4
ENSG00000025800.12	19.41	17.83	22.59	22.81	37.27	18.63	21.2	17.23	20.63	9.8	17.79
ENSG00000026025.12	9.4	2.26	1485.71	1431.52	1276.23	4667.79	556.89	1691.54	1414.74	1118.95	10785.33
ENSG00000026036.19	7.96	1.41	8.06	1.74	1.82	8.74	3.29	8.08	9.08	1.73	4.89
ENSG00000026103.18	35.57	13.38	17.96	16.58	6.15	5.48	24.05	33.69	3.53	19.44	2.52
ENSG00000026297.14	5.1	11.64	10.44	6.79	4.18	7.28	15.59	14	22.4	14.4	7.53
ENSG00000026508.15	540.05	344.64	459.37	268.17	302.9	1492.54	438.53	561.11	256.97	342.76	683.08
ENSG00000026559.12	6.95	24.27	0.69	7.75	0.55	12.57	1.59	1.05	0	0.86	20.31
ENSG00000026652.12	0.93	2.11	2.86	1.21	2.16	1.63	2.35	5.45	3.24	5.76	8.89
ENSG00000026751.15	6.96	3.25	0	0.04	0	1.59	0.29	1.28	10.87	0.09	0
ENSG00000026950.15	0.41	3.3	0.82	6.91	4.78	1.06	1.33	2.7	1.64	0.47	3.2
ENSG00000027001.8	19.69	12.44	25.7	8.9	8.56	3.42	27.49	9.97	5.33	42.01	11.46
ENSG00000027075.12	4.81	9.25	1.39	0.85	2.51	0.71	8.88	3.61	1.37	7.49	3.6
ENSG00000027644.4	0	0	0	0.01	0	0.02	0	0	0	0	0
ENSG00000027697.11	8.28	71.17	16.18	58.74	39.78	14.22	29.07	34.15	12.57	14.32	44.26
ENSG00000027847.12	29.48	31.56	22.94	9.67	3.24	32.73	28.78	38.32	22.93	24.86	69.24
ENSG00000027869.10	0.65	0	0	0.41	0.43	0.28	22.92	78.36	0	5.65	0.61
ENSG00000028116.15	13.9	11.33	2.4	15.1	10.46	10.98	9.02	13.99	13.03	5.41	5.11
ENSG00000028137.15	0	0	0.02	0.63	0.16	0.12	0	0	0.15	0	1.27
ENSG00000028203.16	12.38	34.54	16.15	16.62	26.59	6.68	34.48	39.01	30.72	9.82	4.5
ENSG00000028277.19	0.3	0.09	0.06	0.14	0.02	0.39	0.46	1.09	0.27	0	0.35
ENSG00000028310.16	29.44	17.32	31.9	42.78	54.88	45.64	33.07	31.51	38.27	30.04	35.15
ENSG00000028528.13	49.94	37.64	34.76	41.43	23.13	33.35	27.07	39.91	43.75	49.67	59.03
ENSG00000028839.8	6.63	11.64	17.21	24.64	23.57	16.48	21.25	17.48	12.45	17.48	33.15
ENSG00000029153.13	6.11	1.85	3.25	3.94	3.59	2.04	3.01	13.22	3.6	1.02	0.99
ENSG00000029363.14	36.41	30.32	80.85	95.1	120.91	37.06	58.9	23.6	53.23	5.53	5.66
ENSG00000029364.10	22.36	30.07	15.88	31.11	33.97	27.18	25.85	23.94	22.77	28.4	23.47
ENSG00000029534.18	0.34	0.15	9.12	4.39	3.43	5.14	0.68	0.53	2.24	1.21	9.71
ENSG00000029559.6	0	0	0	0.1	0	0.04	0	0	0	0	0.15
ENSG00000029639.9	4.53	3.03	10.41	12.02	8.44	5.34	16.15	13.12	5.57	10.71	11.82
ENSG00000029725.15	11.61	8.48	38.17	33.47	25.35	14.33	16.12	12.25	13.89	10.41	2.61
ENSG00000029993.13	71.24	67.38	85.96	146.43	111.7	10.87	103.59	37.88	87.13	7.46	5.38
ENSG00000030066.12	15.41	5.73	18	22.53	40.13	13.04	16.86	8.6	39.08	5.29	4.9
ENSG00000030110.11	24.05	23.58	31.26	13.45	37.77	35.55	36.98	38.23	26.4	77.15	39.18
ENSG00000030304.11	0.06	0	0	0.19	0	0.16	0	0	0.07	0	0
ENSG00000030419.15	4.57	4.07	1.65	0	0.78	1.84	1.94	2.28	0.87	2.53	1.55
ENSG00000030582.15	255.42	884.18	223.17	82.5	79.65	162.79	207.91	445.4	229.86	274.33	210.39
ENSG00000031003.9	2.79	4.93	7.2	0.58	2.47	2.58	1.25	1.58	3.1	0.84	2.87
ENSG00000031081.9	1.36	0.96	6.15	0.76	12.78	8.07	2.16	5.92	7.04	0.51	2.02
ENSG00000031691.6	0.48	0.85	6.07	5.11	6.64	7.93	3.38	1.38	12.61	0	0.19
ENSG00000031698.11	113.55	130.51	126.21	94.17	217.07	76.94	97.95	90.3	157.68	107.96	282.18
ENSG00000031823.13	49.52	27.76	42.58	19.84	34.41	68.03	47.92	30.96	60.66	41.61	79.52
ENSG00000032219.17	1.62	2.84	2.71	16.97	7.79	0.98	3.59	1.34	2.12	1.44	7.74
ENSG00000032389.11	30.23	20.63	17.23	22.5	24.58	26.66	29.18	31.1	41.91	46.84	24.43
ENSG00000032444.14	29.12	37.07	14.91	18.5	12.05	67.13	46.58	41.87	27.6	38.2	102.57
ENSG00000032742.16	2.62	1.38	3.81	4.1	7	0.85	3.95	1.93	2.58	1.53	1.36
ENSG00000033011.10	67.8	21.29	33.01	21.03	33.8	58.32	30.07	40.94	40.15	41.13	32.74
ENSG00000033030.12	3.3	7.87	11.35	12.94	12.91	3.83	9.05	5.23	15.24	7.07	7.76
ENSG00000033050.6	56.56	25.66	56	139.99	83.75	85.58	67.72	58.43	58.02	110.25	137.66
ENSG00000033100.13	25.86	22.07	13.91	38.15	15.51	24.15	27.66	30.21	19.66	35.3	45.14
ENSG00000033122.17	0.05	0.04	3.8	0.02	0.17	0.1	0	0	0.04	0	0
ENSG00000033170.15	8.5	4.2	12.06	38.32	30.44	20.38	6.87	20.29	16.32	4.65	4.89
ENSG00000033178.11	23.99	12.49	18.1	16.96	46.11	12.75	20.81	22.66	23.55	7.23	15.09
ENSG00000033327.11	0	0.59	0.5	0	1.18	0.19	0.98	0	3.12	0.35	12.81
ENSG00000033627.13	12.84	26.73	11.73	15.98	17.11	22.62	11.09	23.81	23.4	20.72	54.05
ENSG00000033800.12	17.94	28.53	19.86	24.44	8.07	8.2	13.32	10.85	16.54	13.52	17.1
ENSG00000033867.15	7.74	6.26	13	17.21	16.23	10.03	6.67	3.87	10.38	1.14	2.6
ENSG00000034053.13	10.82	1.21	14.35	0.96	5.56	6.67	0	0	15.6	9.4	8.3
ENSG00000034152.17	57.43	46.61	68.1	18.59	37.42	98.29	44.37	80.59	55	46.71	59.87
ENSG00000034239.9	0	0	0.07	0	1.47	0.08	0.14	0.34	0	0.09	1.86
ENSG00000034510.5	3221.05	3548.74	2428.78	1987.6	1065.99	1548.55	3264.72	4161.84	2373	6439.47	3732.8
ENSG00000034533.10	3.32	1.39	6.61	6.16	5.44	3.23	1.74	1.93	2.01	2.24	0.43
ENSG00000034677.10	7.44	16.31	8.36	8.98	15.33	22.89	15.66	2.57	9.63	16.76	48.41
ENSG00000034693.13	7.89	12.03	11.16	14.19	16.44	5.73	8.48	6.35	6.81	0.58	1.89
ENSG00000034713.6	45.08	59.03	61.42	63.46	47.99	26.58	50.05	45.54	46.3	35.08	102.57
ENSG00000034971.13	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115.20	26.82	35.38	7.6	4.37	4.01	1.96	33.22	13.63	1.64	39.76	7.66
ENSG00000035141.6	36.06	16.22	65.44	27.22	53.8	40.27	35.34	37.16	102.83	45.74	24.95
ENSG00000035403.15	38.06	25.35	123.44	51.6	97.55	256.44	37.94	35.41	83.38	51.88	83.33
ENSG00000035499.11	16.31	13.89	9.21	17.1	12.85	3.76	11.32	3.31	25.6	13.14	2.26
ENSG00000035664.10	0.51	11.72	1.4	3.2	1.59	3.15	1.86	2.7	2.24	4.07	0.58
ENSG00000035681.6	26.82	15	25.94	28.79	16.44	21.07	35.49	15.55	17.33	64.84	60.13
ENSG00000035687.9	16.94	24	17.31	28.61	35.17	13.12	63.67	18.32	26.45	23.36	8.24
ENSG00000035720.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035862.11	21.98	28.35	87.92	164.28	132.15	65.41	33.5	96.57	83.59	15.9	208.53
ENSG00000035928.13	24.65	11.89	25.06	47.67	64	16.1	16.72	10.99	19.98	5.74	3.56
ENSG00000036054.11	11.03	11.56	15.62	10.32	9.57	9.08	8.38	6.54	8.16	3.83	2.48
ENSG00000036257.11	33.89	11.18	34.21	79.15	78.37	24.69	28.28	21.02	38.68	9.51	7.94
ENSG00000036448.8	3.31	0	0.8	8.13	0.15	0.36	0	0	1.66	0	0.51
ENSG00000036473.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530.7	0.08	0.01	0.16	0.59	0.28	0.44	0	0.01	0	0	1.51
ENSG00000036549.11	9.95	8.06	16.2	10.9	17.31	10.06	9.59	9.52	19.63	8.87	21.44
ENSG00000036565.13	0	0	0	0.09	0	0	0	0.13	0	0	0
ENSG00000036672.14	0.43	4.09	2.18	4.89	1.16	0.57	0.03	0.1	0.86	0.67	0.3
ENSG00000036828.12	0	0	0	0	0	0.03	0	0	0	0	0
ENSG00000037042.8	33.96	12.37	12.99	10.04	20.08	13.97	11.38	28.53	7.94	17.99	17.7
ENSG00000037241.6	93.4	75.36	103.53	114.49	110.15	107.37	104.53	86.74	128.38	121.88	171.17
ENSG00000037280.14	0.03	0.02	1.51	0.01	2	0	0	0	0.04	0.09	0.83
ENSG00000037474.13	58.58	26.8	62.62	74.13	103.72	68.26	59.55	48.33	74.79	60.03	23.43
ENSG00000037637.9	13.03	16.22	10.8	8.35	11.08	11.61	9.88	1.91	10.15	8.38	21.07
ENSG00000037749.10	4.69	4.41	7.23	2.47	4.53	6.17	9.29	3.01	4.44	0.33	2.97
ENSG00000037757.12	25.6	19.7	21.3	20.13	12.3	27.06	16.97	33.9	13.13	9.2	33.81
ENSG00000037897.15	48.12	9.03	39.58	23.97	51.56	29.76	36.08	36.64	38.17	33.43	31.96
ENSG00000037965.5	5.16	1.34	11.49	1.16	6.84	3.33	7.49	5.24	0.6	6.05	11.67
ENSG00000038002.7	6.15	12	11.81	9.35	14.16	7.26	5.92	7.05	19.78	3.8	23.16
ENSG00000038210.12	3.81	5.43	3.39	1.78	0.69	2.88	8.99	3.57	6.83	2.39	1.37
ENSG00000038219.11	6.69	7.39	3.46	18.6	11.04	8.87	5.91	5.04	9.14	4.62	4.49
ENSG00000038274.15	24.99	52.54	30.57	37.37	15.75	24.11	49.99	21.86	36.57	30.03	18.22
ENSG00000038295.6	4	3.74	9.63	1.12	1.63	0.06	2.59	0.25	0.02	1.05	0.32
ENSG00000038358.13	46.18	22.48	58.47	41.59	57.26	45.71	30	28.96	57.73	23.86	82.89
ENSG00000038382.16	29.73	14.19	46.68	38.04	57.93	85.75	23.94	26.23	35.16	18.24	48.14
ENSG00000038427.14	0.04	4.6	0.83	18.65	103.09	133.89	12.9	58.79	0.24	43.85	13
ENSG00000038532.13	4.06	3.24	1.1	8.41	4.6	2.43	1.79	7.66	3.85	9.81	10.33
ENSG00000038945.13	0	0	0.96	0.3	0.05	0.28	0	0	0.04	0	0
ENSG00000039068.17	59.5	143.19	0.01	0.25	1.27	1.4	41.07	58.02	0	87.35	1.94
ENSG00000039123.14	27.28	11.09	48.33	46.9	74.9	25.82	24.17	11.58	19.94	21.71	11.78
ENSG00000039139.9	0.26	0.22	1.31	0.46	1.26	0.85	0.12	0.54	1.88	0.2	0.24
ENSG00000039319.15	5.95	3.67	7.77	9.68	8.47	2.38	4.58	1.46	6.27	1.4	0.62
ENSG00000039523.16	35.78	6.64	24.9	16.99	26.45	35.73	20.47	49.25	46.22	23.92	35.5
ENSG00000039537.12	0	0	0	0	0	0.07	0	0	0	0	0
ENSG00000039560.12	27.34	7.57	38.21	30.33	33	33.01	24.54	26.32	49.28	38.97	8.38
ENSG00000039600.9	0.08	0	0	0.09	0.38	0.05	0	0	0	0	0.08
ENSG00000039650.8	42.89	19.28	26.43	10.81	36.2	56.1	48.48	35.24	39.61	35.91	33.02
ENSG00000039987.5	0	0	0	0.14	0	0	1.47	0	0	0.89	0
ENSG00000040199.17	3.94	1.48	5.35	2.16	8.59	2.75	2.93	2.26	6.57	1.3	3.74
ENSG00000040275.15	26.95	8.74	51.9	47.81	95.43	49.14	15.81	18.56	74.04	18.84	86.32
ENSG00000040341.16	13.24	11.55	12.51	11.6	34.54	12.77	12.54	6.95	10.35	5.05	2.27
ENSG00000040487.11	15.85	11.97	13.09	7.04	6.12	26.23	14.28	8.84	16.48	11.43	40.83
ENSG00000040531.13	7.8	3.35	16.31	6.84	2.98	16.34	6.88	11.26	10.51	13.17	16.33
ENSG00000040608.12	17.05	3.71	2.22	1.99	0.64	0.85	7.1	2.59	2.99	6.13	6.1
ENSG00000040633.11	25.55	22.34	56.4	12.75	17.35	36.39	23.28	33.69	33.02	59.98	48.9
ENSG00000040731.9	0.58	2.54	0	0	0.06	0.19	0.19	0.06	0.1	0.13	0
ENSG00000040933.14	6.54	5.62	5.77	12.1	9.43	6.43	6.37	6.02	5.38	8.29	18.88
ENSG00000041353.8	7.03	9.64	6.24	0.71	1.92	0.69	5.79	29.98	0.32	0.33	1.09
ENSG00000041357.14	171.84	96.16	214.34	166.21	238.68	61.78	160.9	136.18	205.57	19.91	22.02
ENSG00000041515.14	0.03	0.15	0.02	0.02	0	1.61	0.03	0.19	0.03	0.03	0
ENSG00000041802.9	24.58	12.27	20.58	10.47	46.44	43.47	18.68	19.53	15.66	34.43	9.47
ENSG00000041880.13	20.4	14.18	13.45	15.69	8.18	16.53	13.62	18.9	17.45	8.73	46.51
ENSG00000041982.13	40.17	2.73	122.89	225.6	171.91	84.81	3.39	24.93	17.23	46.41	188.16
ENSG00000041988.14	7.55	6.83	11.66	5.35	4.12	11.7	5.02	6.71	13.17	11.06	36.47
ENSG00000042062.10	0	0	0	0.86	0.12	0.6	0	0	1.17	0	0.46
ENSG00000042088.12	12.18	13.5	13.91	34.78	19.13	11.43	19.01	17.89	29.75	29.08	11.41
ENSG00000042286.13	6.91	2.49	7.18	6.15	19.35	15.82	11.72	14.75	24	12.42	2.46
ENSG00000042304.9	0.02	0	0	0.08	0.04	0.07	0	0	0	0	0
ENSG00000042317.15	3.76	2.04	1.23	5.44	1.93	1.65	2.07	1.58	1.42	4.83	7.32
ENSG00000042429.9	13.65	7.34	37.92	21.08	62.86	23.44	17.1	10.22	28.6	13.21	10.8
ENSG00000042445.12	48.33	85.43	11.41	23.6	17.25	24.25	36.87	51.63	26.45	39.48	37.46
ENSG00000042493.14	120.47	19.3	74.48	8.29	43.68	93.78	143.53	193.26	93.84	378.36	1035.62
ENSG00000042753.10	313.53	244.9	270.29	117.43	185.88	316.71	240.18	279.75	435.63	292.85	107.64
ENSG00000042781.11	0	0	0	0.15	0	0.01	0	0	0	0	0
ENSG00000042813.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042832.10	0.2	4.03	0	0.68	0	0.35	0.82	1.2	0	1.4	0.26
ENSG00000042980.11	0	0	0.56	0.14	0	0	0	0.01	0	0.54	0.26
ENSG00000043039.6	0.49	0.47	0.03	0.3	0	0	0.09	0.11	0	2.11	1.95
ENSG00000043093.12	3.27	8.59	11.37	16.17	28.72	9.35	10.9	6.33	4.67	1.03	0.78
ENSG00000043143.19	9.86	11.16	5.12	9.59	7.9	19.06	14.83	9.91	6.87	21.99	33.92
ENSG00000043355.9	8.42	3.43	21.36	1.59	1.09	33.05	8.91	1.68	34.99	2.59	12.55
ENSG00000043462.10	0	0	0	0.3	0	0.1	0	0	0	0	0
ENSG00000043514.14	11.41	15.14	15.13	14.83	28.32	8.76	14.17	12.1	11.99	15.97	31.1
ENSG00000043591.5	0.44	0.41	0.08	0.02	0	0	0.18	0	0.3	0.57	0
ENSG00000044012.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090.7	5.12	7.96	14.47	12.46	7.09	10.89	6.16	10.16	6.86	3.24	53.01
ENSG00000044115.19	146.46	260.61	135.14	115.59	136.86	159.75	191.9	207.63	230.58	199.08	224.4
ENSG00000044446.10	13.93	11.98	13.65	7.71	8.02	3.46	14.18	12.83	12.92	6.47	11.64
ENSG00000044459.13	1.65	0.32	3.29	5.42	8.11	3.49	1.82	1.03	0	1.34	0.72
ENSG00000044524.9	0	1.66	8.81	0	0.02	0.22	0	0	0	0	1.53
ENSG00000044574.7	283.71	68.68	198.26	83.56	238.48	94.77	136.16	161.77	96	124.01	122.97
ENSG00000046604.11	44.3	55.62	0.08	21.89	93.73	0.49	45.58	49.43	21.87	24.07	0.67
ENSG00000046647.12	22.37	26.13	12.97	7.81	4.7	3.43	13.2	11.5	3.8	8.31	15.39
ENSG00000046651.13	7.16	8.55	6.82	7.77	4.69	4.16	12.29	7.16	5.97	6.23	11.59
ENSG00000046653.13	0.89	5.06	0	1.4	1.17	0.21	11.4	0.95	0.15	4.22	0
ENSG00000046774.9	0	0	0.06	0.07	0	5.67	0	0	0	0	0
ENSG00000046889.17	0	0	0	0.01	0	0	0	0	0	0	0
ENSG00000047056.13	7.56	12.29	6.49	4.03	18.89	7.17	8.82	11.32	10.38	7.72	5.47
ENSG00000047188.14	5.72	4.63	7.28	7.58	12.31	7.51	7.13	3.71	5.04	1.25	1.91
ENSG00000047230.13	5.21	1.35	2.98	2.79	1.65	1.68	2.04	3.93	3.2	0.62	0.72
ENSG00000047249.15	47.76	34.8	45.46	48.45	47.16	46.75	40.89	35.31	24.49	71.45	46.34
ENSG00000047315.13	40.33	29.5	51.53	79.34	77.03	24.69	34.67	28.26	49.13	1.99	16.63
ENSG00000047346.11	5.91	8.26	1.46	1.86	2.91	2.51	5.24	7.38	4.86	0.45	2
ENSG00000047365.10	2.74	2.61	0.03	0.61	1.64	0.4	2.65	0.58	2.1	0.51	0.06
ENSG00000047410.12	26.88	22.18	39.64	37.43	13.78	25.27	32.68	20.14	32.64	43.7	21.17
ENSG00000047457.12	0	0	0.4	0.63	1.78	0	0	4.02	0.15	0	0
ENSG00000047578.11	5.34	2.12	8.48	10.53	5.95	7.33	4.56	7.6	2.92	3.45	16.42
ENSG00000047579.18	7.89	14.27	26.97	17.48	10.46	16.28	8.49	9.13	24.51	27.2	17.89
ENSG00000047597.5	0.47	0.07	0	0.03	0.24	0.07	0.47	0.22	0	0.22	0.27
ENSG00000047617.13	0	0	0	0	0.03	0.19	0	0	0.13	0	0
ENSG00000047621.10	4.85	5.99	6.65	9.13	14.78	8.74	5.33	6.08	8.55	4.14	3.64
ENSG00000047634.13	4.69	3.52	10.66	6.18	7.11	3.48	3.87	2.4	13.83	3.82	2.46
ENSG00000047644.16	5.43	12.55	15.16	7.89	2.46	4.32	5.83	6.06	17.49	5.18	19.45
ENSG00000047648.20	0.09	0	2.78	0.93	0	0.44	0	0.14	0	0	0.03
ENSG00000047662.4	0	0	0	0.02	0.02	0	0	0	0.01	0	0.03
ENSG00000047849.20	38.61	40.05	31.85	35.06	34.01	52.33	30.38	38.16	42.39	39.32	91.38
ENSG00000047932.12	6.58	7.95	22.93	40.73	11.89	7.3	9.88	8.2	8.8	4.99	4.66
ENSG00000047936.9	6.12	0.18	0.08	0.13	0.05	0.04	8.41	12.53	0	1.19	0.01
ENSG00000048028.10	3.41	5.5	8.6	11.53	7.8	4.33	19.73	4.77	10.9	1.77	5.17
ENSG00000048052.20	1.2	1.99	3.73	1.51	0.83	4.38	0.46	6.58	5.47	0.28	14.73
ENSG00000048140.16	31.91	31.63	22.97	21.88	28.12	25.35	27.77	34.13	45.34	29.17	83.59
ENSG00000048162.18	90.26	53.01	102.82	43.82	89.77	142.89	125.18	72.7	102.97	171.09	148.71
ENSG00000048342.14	16.1	5.32	4.6	2.85	3.25	5.88	4.01	4.65	11.51	3.62	1.39
ENSG00000048392.10	14.77	9.87	4.29	11.59	11.17	4.96	13.57	7.4	4.23	4.4	5.26
ENSG00000048405.8	0.51	0.75	2.21	3.85	2.61	5.64	3.59	5.04	3.06	0.99	1.97
ENSG00000048462.9	0	0	0	0.61	0.11	0.36	0	0	0	0	0
ENSG00000048471.12	5.75	3.85	0.94	7.6	2.82	4.5	3.15	2.83	1.37	2.07	6.81
ENSG00000048540.13	0.31	0.05	0	1.66	0.25	0.28	0.07	0	9.14	0	0
ENSG00000048544.5	16	17.65	30.3	32.56	18.47	20.42	23.04	20.16	40.87	14.03	28.14
ENSG00000048545.12	0	0	0	0.24	0	0	0	0	0	0	0
ENSG00000048649.12	10.65	13.09	25.77	20.56	26.46	12.03	12.64	9.98	11.28	16.99	13.79
ENSG00000048707.12	3.73	9.91	3.68	9.37	4.44	4.88	5.18	6.79	1.14	5.08	8
ENSG00000048740.16	0	0.42	0	2.82	0.21	1.17	0	0	14.63	0.11	0
ENSG00000048828.15	91.26	46.01	69.98	73.86	211.43	73.71	84.02	55.03	86.5	132.48	131.96
ENSG00000048991.15	22.47	14.91	20.63	19.34	40.72	14.58	26.39	35.05	37.07	30.52	26.07
ENSG00000049089.12	0.28	0	0	0.12	2.68	0.31	0	0.81	1.8	0	0.15
ENSG00000049130.12	6.33	9.24	3.45	22.24	1.51	3.88	1.86	3.51	2.01	0.93	0.72
ENSG00000049167.12	7.09	1.52	8.69	8.18	7.62	4.2	5.32	4.28	6.22	3.04	1.62
ENSG00000049192.13	0.65	0.13	8.07	0.49	4.05	4.01	0.74	6.94	0.14	1.1	1.05
ENSG00000049239.11	2.3	2.16	1.74	0.86	0.43	5.06	1.82	0.83	1.72	0.14	10.94
ENSG00000049245.11	53.65	42.3	87.36	51.28	49.47	45.33	48.8	29.51	58.17	36.12	43.17
ENSG00000049246.13	2.76	1.44	11.56	4.74	3.25	5.49	0.35	0.59	0.62	0.18	1.83
ENSG00000049247.12	0	0	0	0.28	0	0	0	0.07	0	0	0
ENSG00000049249.7	0.03	0	0.05	0.07	0.64	0.19	0	0.15	0.58	0	0
ENSG00000049283.16	35.81	29.61	0.07	0.02	0.27	0.05	1.26	1.5	0	0.72	0.55
ENSG00000049323.14	19.35	11.97	9.02	11.3	2.91	76.81	83.31	20.92	8.29	84.16	25.02
ENSG00000049449.7	32.02	23.75	93.75	139.15	86.52	62.97	52.26	58.76	75.14	12.44	53.81
ENSG00000049540.15	0	0	0.43	0	1.27	0.25	0	0	0.04	0	0
ENSG00000049541.9	54.45	13.6	58.39	42.21	41.52	78.88	41.49	27.74	111.27	51.41	23.87
ENSG00000049618.20	6.62	14	19.15	18.14	11.18	15.08	12.94	11.19	9.44	8.15	54.98
ENSG00000049656.12	159.57	108.82	191.16	184.52	267.88	274.26	186.84	197.48	232.43	207.97	170.42
ENSG00000049759.15	37.8	37.21	5.5	26.48	60.69	38.82	25.38	29.32	39.21	15.17	47.9
ENSG00000049768.13	0	0.18	0.14	0.06	0	0	0	0	0	0	0.49
ENSG00000049769.11	1.87	2.57	7.26	1.04	0.27	2.11	1.8	1.92	6.2	4.15	35.88
ENSG00000049860.12	55.47	44.25	105.64	64.84	48.23	60.78	42.87	51.72	40.41	88.57	83.05
ENSG00000049883.13	9.05	5.05	7.65	5.73	4.57	3.23	5.36	4.3	2.66	5.49	3.57
ENSG00000050030.12	0	0	0	0.01	0	0	0	0	0	0	0
ENSG00000050130.16	21.07	19.4	22.13	58.27	53.91	20.92	25.03	22.41	37.88	7.56	4.74
ENSG00000050165.16	21.68	42.41	11.91	10.5	33.26	6.79	0.49	0	0.74	11.48	32.98
ENSG00000050327.13	16.83	26.79	0	0.04	3.14	0.65	18.93	8.49	2.2	46.3	0.5
ENSG00000050344.8	9.49	0.83	4.54	6.89	6.83	2.05	0.79	4.17	15.96	0.91	0.78
ENSG00000050393.10	2.64	4.97	16.84	15.88	16.07	7.34	12.3	5.36	15.91	2.65	19.49
ENSG00000050405.12	61.48	44.37	30.29	35.48	71.44	41.8	47.38	12.95	28.38	45.51	9.34
ENSG00000050426.14	33.07	70.05	28.46	48.26	49.97	37.22	31.91	26.78	28.82	50.38	68.39
ENSG00000050438.15	0.33	0.02	1.34	2.04	2.14	1.92	0.03	0.05	0.13	0	2.26
ENSG00000050555.16	0	0	0.16	3.21	1.71	0.03	0	0	0.01	0	1.21
ENSG00000050628.19	0	0	0	0.01	0	0.3	0	0	0	0	0
ENSG00000050730.14	0	0	0.44	22.75	0.26	0.29	1.71	7.42	0	0	0.51
ENSG00000050748.16	19.55	26.64	25.96	25.79	35.72	12.33	45.12	17.84	48.41	21.75	38.01
ENSG00000050767.14	0	0.19	0.31	0.55	0.05	13.75	0	0	0	0.09	84.86
ENSG00000050820.15	92.39	31.25	128.26	15.78	20.81	82.51	52.49	97.33	96.21	62.09	91.09
ENSG00000051009.9	12.37	18.65	7.09	4.38	5.77	10.58	16.99	27.74	9.42	15.19	25.69
ENSG00000051108.13	79.08	43.12	42.51	48.59	74.56	32.17	45.05	96.97	65.18	24.55	160.41
ENSG00000051128.17	94.37	55.92	56.84	66.6	17.83	105.62	65.59	118.26	24.72	94.27	115.56
ENSG00000051180.15	18.57	6.44	35.53	25.47	10.89	21.04	23.21	10.03	40.43	20.84	6.43
ENSG00000051341.12	3.06	1.22	3.78	7.25	5.19	3.42	1.9	1.58	2.18	0.26	0.06
ENSG00000051382.7	10.77	14.71	9.33	12.38	20.18	10.55	14.96	10.07	12.46	9.84	4.62
ENSG00000051523.9	0.31	1.84	69.99	105.24	98.13	0.69	0.38	0.51	237.14	100.52	0.85
ENSG00000051596.8	131.39	193.82	55.1	85.16	91.03	47.33	108.31	47.06	101.43	105.6	46.98
ENSG00000051620.9	6.17	28.37	6.26	7.76	17.77	8.55	10.53	17.29	6.53	14.99	20.93
ENSG00000051825.13	2.18	2	9.11	22.8	29.91	6.29	5.06	2.37	19.25	7.91	2.66
ENSG00000052126.13	7.87	14.33	5.11	3.78	10.6	2.32	6.09	6.75	10.28	1.03	0
ENSG00000052344.14	52.96	201.35	0	0.06	0.04	0	11.15	62.81	0	31	0
ENSG00000052723.10	28.98	11.92	16.96	12.16	48.82	22.11	9.07	24.83	26.33	20.8	61.5
ENSG00000052749.12	21.93	11.99	33.31	19	27.17	45	23.22	17.4	32.58	54.97	109.68
ENSG00000052795.11	1.5	1.98	2.65	2.2	3.6	2	1.52	1.83	3.58	0.54	1.54
ENSG00000052802.11	72.4	59.53	8.78	30.15	17.77	13.12	34.85	22.2	16.8	37.99	3.83
ENSG00000052841.13	6.36	7.11	10.8	9.97	13.13	17.16	11.81	14.59	5.29	10.19	28.7
ENSG00000052850.5	0.04	0	0.03	0.2	4.15	0.16	0.02	0.03	0	0	0.04
ENSG00000053108.15	0.24	3.86	0	0.73	0.87	0	0.24	0	0	0	0.16
ENSG00000053254.14	2.87	11.09	18.15	7.89	1.09	15.14	6.55	1.57	5.38	8.89	8.89
ENSG00000053328.8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000053371.11	59.26	33.24	36.05	36.83	14.22	63.63	29.37	12.16	52.95	39.49	61.53
ENSG00000053372.4	57.01	19.03	52.65	30.26	53.43	69.52	50.26	17.83	51.75	65.46	53.56
ENSG00000053438.8	3.61	3.73	0.77	0.96	3.38	0.91	2.32	0.79	0.65	2.1	0.98
ENSG00000053501.11	33.03	21.08	28.12	11.38	14.86	47.37	34.74	36	17.51	26.22	100.04
